word,source_rank,zipf,band,flags
rebuff,1068,2.34,obscure,obscure_zipf2.3
shimmery,1455,2.34,obscure,obscure_zipf2.3
lecherous,2151,2.34,obscure,obscure_zipf2.3
syllabic,2479,2.34,obscure,obscure_zipf2.3
turgid,2543,2.34,obscure,obscure_zipf2.3
deferment,2705,2.34,obscure,obscure_zipf2.3
accusatory,226,2.35,obscure,obscure_zipf2.4
grungy,750,2.35,obscure,obscure_zipf2.4
upstage,756,2.35,obscure,obscure_zipf2.4
spoilage,1262,2.35,obscure,obscure_zipf2.4
swimmingly,1373,2.35,obscure,obscure_zipf2.4
squelch,1466,2.35,obscure,obscure_zipf2.4
evanescence,1847,2.35,obscure,obscure_zipf2.4
imprudent,1854,2.35,obscure,obscure_zipf2.4
poignancy,2116,2.35,obscure,obscure_zipf2.4
tillage,2155,2.35,obscure,obscure_zipf2.4
immobilize,2426,2.35,obscure,obscure_zipf2.4
waif,2457,2.35,obscure,obscure_zipf2.4
ruffian,188,2.36,obscure,obscure_zipf2.4
electrify,350,2.36,obscure,obscure_zipf2.4
tankard,1211,2.36,obscure,obscure_zipf2.4
dethrone,1249,2.36,obscure,obscure_zipf2.4
freckled,1625,2.36,obscure,inflection->freckle|obscure_zipf2.4
desperado,1711,2.36,obscure,obscure_zipf2.4
triplicate,2787,2.36,obscure,obscure_zipf2.4
engrave,429,2.37,obscure,obscure_zipf2.4
midriff,1031,2.37,obscure,obscure_zipf2.4
omniscience,1829,2.37,obscure,obscure_zipf2.4
scummy,2644,2.37,obscure,obscure_zipf2.4
transmissible,2680,2.37,obscure,obscure_zipf2.4
preachy,577,2.38,obscure,obscure_zipf2.4
hogwash,858,2.38,obscure,obscure_zipf2.4
gargle,939,2.38,obscure,obscure_zipf2.4
preserver,1590,2.38,obscure,obscure_zipf2.4
irk,1683,2.38,obscure,obscure_zipf2.4
personage,2313,2.38,obscure,obscure_zipf2.4
educative,2425,2.38,obscure,obscure_zipf2.4
enrage,2574,2.38,obscure,obscure_zipf2.4
subhuman,2699,2.38,obscure,obscure_zipf2.4
famished,426,2.39,obscure,inflection->famish|obscure_zipf2.4
shapeless,476,2.39,obscure,obscure_zipf2.4
mangle,1971,2.39,obscure,obscure_zipf2.4
marketability,2031,2.39,obscure,obscure_zipf2.4
winsome,2224,2.39,obscure,obscure_zipf2.4
regionalism,2302,2.39,obscure,obscure_zipf2.4
foreshadow,2422,2.39,obscure,obscure_zipf2.4
codify,2513,2.39,obscure,obscure_zipf2.4
cagey,2530,2.39,obscure,obscure_zipf2.4
trudge,256,2.4,obscure,obscure_zipf2.4
peaceable,916,2.4,obscure,obscure_zipf2.4
wheeze,1012,2.4,obscure,obscure_zipf2.4
woozy,1157,2.4,obscure,obscure_zipf2.4
moralistic,1406,2.4,obscure,obscure_zipf2.4
zinger,1668,2.4,obscure,obscure_zipf2.4
tenable,1860,2.4,obscure,obscure_zipf2.4
disaffection,2216,2.4,obscure,obscure_zipf2.4
gradation,2233,2.4,obscure,obscure_zipf2.4
incumbency,2933,2.4,obscure,obscure_zipf2.4
situate,109,2.41,obscure,obscure_zipf2.4
infuriate,691,2.41,obscure,obscure_zipf2.4
foamy,789,2.41,obscure,obscure_zipf2.4
premeditation,1044,2.41,obscure,obscure_zipf2.4
zesty,1164,2.41,obscure,obscure_zipf2.4
knapsack,1531,2.41,obscure,obscure_zipf2.4
enliven,2086,2.41,obscure,obscure_zipf2.4
buccaneer,2403,2.41,obscure,obscure_zipf2.4
seraph,2507,2.41,obscure,obscure_zipf2.4
sanitize,839,2.42,obscure,obscure_zipf2.4
sheepish,936,2.42,obscure,obscure_zipf2.4
collate,2382,2.42,obscure,obscure_zipf2.4
truant,31,2.43,obscure,obscure_zipf2.4
afflict,328,2.43,obscure,obscure_zipf2.4
oodles,1217,2.43,obscure,obscure_zipf2.4
icicle,1336,2.43,obscure,obscure_zipf2.4
tarry,1475,2.43,obscure,obscure_zipf2.4
verbiage,2190,2.43,obscure,obscure_zipf2.4
labyrinthine,2917,2.43,obscure,obscure_zipf2.4
humorist,496,2.44,obscure,obscure_zipf2.4
happenstance,1840,2.44,obscure,obscure_zipf2.4
tabular,2538,2.44,obscure,obscure_zipf2.4
birthmark,1009,2.45,obscure,obscure_zipf2.5
equidistant,1712,2.45,obscure,obscure_zipf2.5
odometer,2242,2.45,obscure,obscure_zipf2.5
humanize,2463,2.45,obscure,obscure_zipf2.5
unawares,2683,2.45,obscure,obscure_zipf2.5
neglectful,122,2.46,obscure,obscure_zipf2.5
incubate,425,2.46,obscure,obscure_zipf2.5
prideful,1208,2.46,obscure,obscure_zipf2.5
slicker,1432,2.46,obscure,inflection->slick|obscure_zipf2.5
abductor,1626,2.46,obscure,obscure_zipf2.5
scabbard,1749,2.46,obscure,obscure_zipf2.5
inundation,2178,2.46,obscure,obscure_zipf2.5
incorruptible,2442,2.46,obscure,obscure_zipf2.5
fiendish,2633,2.46,obscure,obscure_zipf2.5
popularize,2654,2.46,obscure,obscure_zipf2.5
emote,2678,2.46,obscure,obscure_zipf2.5
janitorial,2725,2.46,obscure,obscure_zipf2.5
telekinesis,2948,2.46,obscure,obscure_zipf2.5
pommel,90,2.47,obscure,obscure_zipf2.5
insignificance,1013,2.47,obscure,obscure_zipf2.5
clammy,1323,2.47,obscure,obscure_zipf2.5
zilch,2284,2.47,obscure,obscure_zipf2.5
overwrought,2662,2.47,obscure,obscure_zipf2.5
vaporize,2771,2.47,obscure,obscure_zipf2.5
paralytic,23,2.48,obscure,obscure_zipf2.5
seaward,228,2.48,obscure,obscure_zipf2.5
confection,1616,2.48,obscure,obscure_zipf2.5
kilter,1740,2.48,obscure,obscure_zipf2.5
feckless,2199,2.48,obscure,obscure_zipf2.5
delicatessen,2253,2.48,obscure,obscure_zipf2.5
medicate,2304,2.48,obscure,obscure_zipf2.5
somersault,2396,2.48,obscure,obscure_zipf2.5
drawl,2465,2.48,obscure,obscure_zipf2.5
mistreat,672,2.49,obscure,obscure_zipf2.5
feathery,922,2.49,obscure,obscure_zipf2.5
neigh,1102,2.49,obscure,obscure_zipf2.5
discontented,1332,2.49,obscure,inflection->discontent|obscure_zipf2.5
segmental,1611,2.49,obscure,obscure_zipf2.5
annul,1728,2.49,obscure,obscure_zipf2.5
dramatics,2397,2.49,obscure,obscure_zipf2.5
